rank	source	target	cluster_1	cluster_2	mean	pvalue	interaction_key
858	KITL	KIT	Cortex_4	Thalamus_1	0.4171557265392403		KITL|KIT|Cortex_4->Thalamus_1
859	CXCL12	CXCR4	Lateral_ventricle	Fiber_tract	0.4170899726522657		CXCL12|CXCR4|Lateral_ventricle->Fiber_tract
860	EFNB2	EPHA4	Pyramidal_layer_dentate_gyrus	Striatum	0.41671561220892117		EFNB2|EPHA4|Pyramidal_layer_dentate_gyrus->Striatum
861	CXCL12	CXCR4	Cortex_5	Fiber_tract	0.41668350687302247		CXCL12|CXCR4|Cortex_5->Fiber_tract
862	SHH	PTCH1	Striatum	Hypothalamus_1	0.41656235518433105		SHH|PTCH1|Striatum->Hypothalamus_1
863	KITL	KIT	Cortex_5	Pyramidal_layer_dentate_gyrus	0.41619267395701354		KITL|KIT|Cortex_5->Pyramidal_layer_dentate_gyrus
864	CXCL12	CXCR4	Lateral_ventricle	Thalamus_2	0.4154149687627242		CXCL12|CXCR4|Lateral_ventricle->Thalamus_2
865	CXCL12	CXCR4	Cortex_5	Thalamus_2	0.41500850298348096		CXCL12|CXCR4|Cortex_5->Thalamus_2
866	CXCL12	CXCR4	Lateral_ventricle	Cortex_5	0.4149793009788359		CXCL12|CXCR4|Lateral_ventricle->Cortex_5
867	CXCL12	CXCR4	Cortex_5	Cortex_5	0.41457283519959265		CXCL12|CXCR4|Cortex_5->Cortex_5
868	PDGFA	PDGFRA	Pyramidal_layer_dentate_gyrus	Cortex_3	0.41395515040741476		PDGFA|PDGFRA|Pyramidal_layer_dentate_gyrus->Cortex_3
869	SHH	PTCH1	Hypothalamus_1	Hypothalamus_1	0.4138402810606819		SHH|PTCH1|Hypothalamus_1->Hypothalamus_1
870	VEGFA	KDR	Hypothalamus_2	Thalamus_1	0.4135616314202368		VEGFA|KDR|Hypothalamus_2->Thalamus_1
871	KITL	KIT	Cortex_4	Thalamus_2	0.41329020634861435		KITL|KIT|Cortex_4->Thalamus_2
872	FGF10	FGFR2	Hippocampus	Lateral_ventricle	0.41319146924957806		FGF10|FGFR2|Hippocampus->Lateral_ventricle
873	CXCL12	CXCR4	Lateral_ventricle	Cortex_4	0.41298608629511074		CXCL12|CXCR4|Lateral_ventricle->Cortex_4
874	CXCL12	CXCR4	Lateral_ventricle	Hypothalamus_2	0.4128645815422063		CXCL12|CXCR4|Lateral_ventricle->Hypothalamus_2
875	CXCL12	CXCR4	Cortex_5	Cortex_4	0.4125796205158675		CXCL12|CXCR4|Cortex_5->Cortex_4
876	CXCL12	CXCR4	Cortex_5	Hypothalamus_2	0.41245811576296304		CXCL12|CXCR4|Cortex_5->Hypothalamus_2
877	CXCL12	CXCR4	Lateral_ventricle	Cortex_3	0.4120655130836342		CXCL12|CXCR4|Lateral_ventricle->Cortex_3
878	CXCL12	CXCR4	Lateral_ventricle	Striatum	0.4119674926517613		CXCL12|CXCR4|Lateral_ventricle->Striatum
879	EFNB2	EPHA4	Thalamus_1	Hypothalamus_2	0.41189850665296446		EFNB2|EPHA4|Thalamus_1->Hypothalamus_2
880	CXCL12	CXCR4	Cortex_5	Cortex_3	0.41165904730439096		CXCL12|CXCR4|Cortex_5->Cortex_3
881	CXCL12	CXCR4	Cortex_5	Striatum	0.41156102687251805		CXCL12|CXCR4|Cortex_5->Striatum
882	CXCL12	CXCR4	Lateral_ventricle	Cortex_2	0.41128396064799566		CXCL12|CXCR4|Lateral_ventricle->Cortex_2
883	DLK1	NOTCH1	Hypothalamus_2	Cortex_5	0.4110888883340343		DLK1|NOTCH1|Hypothalamus_2->Cortex_5
884	BMP4	BMPR1A	Cortex_3	Lateral_ventricle	0.4110858872282747		BMP4|BMPR1A|Cortex_3->Lateral_ventricle
885	DLK1	NOTCH1	Striatum	Fiber_tract	0.41106091923673416		DLK1|NOTCH1|Striatum->Fiber_tract
886	CXCL12	CXCR4	Cortex_5	Cortex_2	0.4108774948687524		CXCL12|CXCR4|Cortex_5->Cortex_2
887	CXCL12	CXCR4	Lateral_ventricle	Pyramidal_layer	0.4107956970021838		CXCL12|CXCR4|Lateral_ventricle->Pyramidal_layer
888	FGF10	FGFR2	Cortex_1	Lateral_ventricle	0.41077004550968055		FGF10|FGFR2|Cortex_1->Lateral_ventricle
889	CXCL12	CXCR4	Lateral_ventricle	Cortex_1	0.41071425707927095		CXCL12|CXCR4|Lateral_ventricle->Cortex_1
890	CXCL12	CXCR4	Cortex_5	Pyramidal_layer	0.4103892312229406		CXCL12|CXCR4|Cortex_5->Pyramidal_layer
891	FGF10	FGFR2	Cortex_2	Lateral_ventricle	0.4103887640112348		FGF10|FGFR2|Cortex_2->Lateral_ventricle
892	CXCL12	CXCR4	Lateral_ventricle	Thalamus_1	0.41032083720441853		CXCL12|CXCR4|Lateral_ventricle->Thalamus_1
893	CXCL12	CXCR4	Cortex_5	Cortex_1	0.4103077913000277		CXCL12|CXCR4|Cortex_5->Cortex_1
894	CXCL12	CXCR4	Cortex_5	Thalamus_1	0.4099143714251753		CXCL12|CXCR4|Cortex_5->Thalamus_1
895	SHH	PTCH1	Hypothalamus_2	Hypothalamus_1	0.4097278138650651		SHH|PTCH1|Hypothalamus_2->Hypothalamus_1
896	SHH	PTCH1	Cortex_3	Hypothalamus_1	0.40935583194320807		SHH|PTCH1|Cortex_3->Hypothalamus_1
897	PDGFA	PDGFRA	Thalamus_1	Pyramidal_layer	0.4087944528078798		PDGFA|PDGFRA|Thalamus_1->Pyramidal_layer
898	SHH	PTCH1	Cortex_1	Hypothalamus_1	0.40856746325767795		SHH|PTCH1|Cortex_1->Hypothalamus_1
899	FGF10	FGFR2	Hypothalamus_1	Lateral_ventricle	0.40852230553593716		FGF10|FGFR2|Hypothalamus_1->Lateral_ventricle
900	PDGFA	PDGFRA	Thalamus_2	Pyramidal_layer	0.40831970391307204		PDGFA|PDGFRA|Thalamus_2->Pyramidal_layer
901	KITL	KIT	Cortex_1	Cortex_4	0.407745803857036		KITL|KIT|Cortex_1->Cortex_4
902	BMP4	BMPR1A	Striatum	Lateral_ventricle	0.4071940379260746		BMP4|BMPR1A|Striatum->Lateral_ventricle
903	PDGFA	PDGFRA	Lateral_ventricle	Pyramidal_layer	0.40587824363084063		PDGFA|PDGFRA|Lateral_ventricle->Pyramidal_layer
904	BMP4	BMPR1A	Pyramidal_layer	Lateral_ventricle	0.4057910412195183		BMP4|BMPR1A|Pyramidal_layer->Lateral_ventricle
905	VEGFA	KDR	Thalamus_2	Lateral_ventricle	0.40567596066477046		VEGFA|KDR|Thalamus_2->Lateral_ventricle
906	SHH	PTCH1	Thalamus_2	Hypothalamus_1	0.405591150202478		SHH|PTCH1|Thalamus_2->Hypothalamus_1
907	EFNB2	EPHA4	Hypothalamus_1	Fiber_tract	0.4050210415404049		EFNB2|EPHA4|Hypothalamus_1->Fiber_tract
908	FGF10	FGFR2	Striatum	Lateral_ventricle	0.4049776070703423		FGF10|FGFR2|Striatum->Lateral_ventricle
909	BMP4	BMPR1A	Lateral_ventricle	Pyramidal_layer	0.4047885497056303		BMP4|BMPR1A|Lateral_ventricle->Pyramidal_layer
910	VEGFA	KDR	Cortex_1	Thalamus_1	0.4046688359856966		VEGFA|KDR|Cortex_1->Thalamus_1
911	BMP4	BMPR1A	Cortex_2	Lateral_ventricle	0.40447919890464007		BMP4|BMPR1A|Cortex_2->Lateral_ventricle
912	BMP4	BMPR1A	Hypothalamus_2	Lateral_ventricle	0.40398248014294713		BMP4|BMPR1A|Hypothalamus_2->Lateral_ventricle
913	EFNB2	EPHA4	Fiber_tract	Striatum	0.4038108282450123		EFNB2|EPHA4|Fiber_tract->Striatum
914	BMP4	BMPR1A	Lateral_ventricle	Cortex_5	0.40298744905430617		BMP4|BMPR1A|Lateral_ventricle->Cortex_5
915	VEGFA	KDR	Lateral_ventricle	Lateral_ventricle	0.4028187658105578		VEGFA|KDR|Lateral_ventricle->Lateral_ventricle
916	KITL	KIT	Lateral_ventricle	Pyramidal_layer	0.4027422521085966		KITL|KIT|Lateral_ventricle->Pyramidal_layer
917	SHH	PTCH1	Cortex_4	Hypothalamus_1	0.4017584994662462		SHH|PTCH1|Cortex_4->Hypothalamus_1
918	FGF10	FGFR2	Lateral_ventricle	Lateral_ventricle	0.4015002049150921		FGF10|FGFR2|Lateral_ventricle->Lateral_ventricle
919	KITL	KIT	Cortex_2	Hypothalamus_1	0.401250298946719		KITL|KIT|Cortex_2->Hypothalamus_1
920	BMP4	BMPR1A	Thalamus_1	Lateral_ventricle	0.40081823804402		BMP4|BMPR1A|Thalamus_1->Lateral_ventricle
921	EFNB2	EPHA4	Hypothalamus_2	Striatum	0.40075263643453407		EFNB2|EPHA4|Hypothalamus_2->Striatum
922	VEGFA	KDR	Thalamus_2	Cortex_5	0.4002653099127229		VEGFA|KDR|Thalamus_2->Cortex_5
923	BMP4	BMPR1A	Hippocampus	Lateral_ventricle	0.3999810816008152		BMP4|BMPR1A|Hippocampus->Lateral_ventricle
924	FGF10	FGFR2	Cortex_5	Lateral_ventricle	0.39973986766003033		FGF10|FGFR2|Cortex_5->Lateral_ventricle
925	BMP4	BMPR1A	Lateral_ventricle	Hypothalamus_1	0.39933131541647426		BMP4|BMPR1A|Lateral_ventricle->Hypothalamus_1
926	BMP4	BMPR1A	Lateral_ventricle	Thalamus_2	0.3991120478980953		BMP4|BMPR1A|Lateral_ventricle->Thalamus_2
927	PDGFA	PDGFRA	Cortex_1	Pyramidal_layer	0.39879830944895905		PDGFA|PDGFRA|Cortex_1->Pyramidal_layer
928	BMP4	BMPR1A	Lateral_ventricle	Striatum	0.39864069821119974		BMP4|BMPR1A|Lateral_ventricle->Striatum
929	PDGFA	PDGFRA	Hippocampus	Thalamus_1	0.39856980237374956		PDGFA|PDGFRA|Hippocampus->Thalamus_1
930	PDGFA	PDGFRA	Hippocampus	Thalamus_2	0.39853548904595615		PDGFA|PDGFRA|Hippocampus->Thalamus_2
931	KITL	KIT	Cortex_3	Pyramidal_layer_dentate_gyrus	0.39846834742258463		KITL|KIT|Cortex_3->Pyramidal_layer_dentate_gyrus
932	EFNB2	EPHA4	Lateral_ventricle	Hypothalamus_1	0.39845505175231904		EFNB2|EPHA4|Lateral_ventricle->Hypothalamus_1
933	VEGFA	KDR	Lateral_ventricle	Cortex_5	0.39740811505851026		VEGFA|KDR|Lateral_ventricle->Cortex_5
934	PDGFA	PDGFRA	Hippocampus	Hippocampus	0.3971848699960623		PDGFA|PDGFRA|Hippocampus->Hippocampus
935	FGF10	FGFR2	Hypothalamus_2	Lateral_ventricle	0.3964823917637493		FGF10|FGFR2|Hypothalamus_2->Lateral_ventricle
936	SHH	PTCH1	Cortex_2	Hypothalamus_1	0.39536070458750433		SHH|PTCH1|Cortex_2->Hypothalamus_1
937	VEGFA	KDR	Thalamus_1	Lateral_ventricle	0.3948360938140455		VEGFA|KDR|Thalamus_1->Lateral_ventricle
938	BMP4	BMPR1A	Pyramidal_layer_dentate_gyrus	Lateral_ventricle	0.39403377306394555		BMP4|BMPR1A|Pyramidal_layer_dentate_gyrus->Lateral_ventricle
939	FGF10	FGFR2	Thalamus_2	Lateral_ventricle	0.3934046826657972		FGF10|FGFR2|Thalamus_2->Lateral_ventricle
940	VEGFA	KDR	Cortex_5	Lateral_ventricle	0.3933127652635078		VEGFA|KDR|Cortex_5->Lateral_ventricle
941	SHH	PTCH1	Fiber_tract	Hypothalamus_1	0.39278429233164125		SHH|PTCH1|Fiber_tract->Hypothalamus_1
942	SHH	PTCH1	Cortex_5	Hypothalamus_1	0.39215075311994596		SHH|PTCH1|Cortex_5->Hypothalamus_1
943	FGF10	FGFR2	Thalamus_1	Lateral_ventricle	0.39196032195973407		FGF10|FGFR2|Thalamus_1->Lateral_ventricle
944	BMP4	BMPR1A	Cortex_4	Lateral_ventricle	0.3917497300243267		BMP4|BMPR1A|Cortex_4->Lateral_ventricle
945	SHH	PTCH1	Thalamus_1	Thalamus_2	0.3913765134329112		SHH|PTCH1|Thalamus_1->Thalamus_2
946	SHH	PTCH1	Pyramidal_layer	Hypothalamus_1	0.3910515729249233		SHH|PTCH1|Pyramidal_layer->Hypothalamus_1
947	CXCL12	CXCR4	Pyramidal_layer_dentate_gyrus	Lateral_ventricle	0.3901734168946493		CXCL12|CXCR4|Pyramidal_layer_dentate_gyrus->Lateral_ventricle
948	BMP4	BMPR1A	Hypothalamus_1	Lateral_ventricle	0.3899142523688493		BMP4|BMPR1A|Hypothalamus_1->Lateral_ventricle
949	KITL	KIT	Hippocampus	Pyramidal_layer	0.3896674438160359		KITL|KIT|Hippocampus->Pyramidal_layer
950	BMP4	BMPR1A	Cortex_1	Lateral_ventricle	0.38964335469492806		BMP4|BMPR1A|Cortex_1->Lateral_ventricle
951	VEGFA	KDR	Thalamus_1	Cortex_5	0.38942544306199794		VEGFA|KDR|Thalamus_1->Cortex_5
952	SHH	PTCH1	Hippocampus	Hypothalamus_1	0.3880410093629548		SHH|PTCH1|Hippocampus->Hypothalamus_1
953	VEGFA	KDR	Cortex_5	Cortex_5	0.3879021145114603		VEGFA|KDR|Cortex_5->Cortex_5
954	PDGFA	PDGFRA	Hippocampus	Pyramidal_layer_dentate_gyrus	0.3871465686157891		PDGFA|PDGFRA|Hippocampus->Pyramidal_layer_dentate_gyrus
955	VEGFA	KDR	Hypothalamus_2	Cortex_2	0.3869631713284195		VEGFA|KDR|Hypothalamus_2->Cortex_2
956	SHH	PTCH1	Lateral_ventricle	Hypothalamus_1	0.38688443467198386		SHH|PTCH1|Lateral_ventricle->Hypothalamus_1
957	BMP4	BMPR1A	Thalamus_2	Lateral_ventricle	0.38677501642987844		BMP4|BMPR1A|Thalamus_2->Lateral_ventricle
958	BMP4	BMPR1A	Lateral_ventricle	Pyramidal_layer_dentate_gyrus	0.386612808867162		BMP4|BMPR1A|Lateral_ventricle->Pyramidal_layer_dentate_gyrus
959	SHH	PTCH1	Striatum	Thalamus_2	0.3861683450937515		SHH|PTCH1|Striatum->Thalamus_2
960	FGF10	FGFR2	Pyramidal_layer	Thalamus_1	0.3860319326884053		FGF10|FGFR2|Pyramidal_layer->Thalamus_1
961	EFNB2	EPHA4	Thalamus_1	Striatum	0.38601739160550297		EFNB2|EPHA4|Thalamus_1->Striatum
962	KITL	KIT	Cortex_1	Cortex_3	0.38594573105962166		KITL|KIT|Cortex_1->Cortex_3
963	BMP4	BMPR1A	Lateral_ventricle	Hypothalamus_2	0.3857342075136371		BMP4|BMPR1A|Lateral_ventricle->Hypothalamus_2
964	VEGFA	KDR	Thalamus_2	Thalamus_1	0.3855353583674521		VEGFA|KDR|Thalamus_2->Thalamus_1
965	DLK1	NOTCH1	Hypothalamus_2	Hypothalamus_2	0.3853642785907688		DLK1|NOTCH1|Hypothalamus_2->Hypothalamus_2
966	PDGFA	PDGFRA	Hippocampus	Cortex_1	0.3851680040095735		PDGFA|PDGFRA|Hippocampus->Cortex_1
967	FGF10	FGFR2	Fiber_tract	Lateral_ventricle	0.38419178266390636		FGF10|FGFR2|Fiber_tract->Lateral_ventricle
968	SHH	PTCH1	Hypothalamus_1	Thalamus_2	0.3834462709701023		SHH|PTCH1|Hypothalamus_1->Thalamus_2
969	FGF10	FGFR2	Pyramidal_layer_dentate_gyrus	Thalamus_1	0.3832324175951225		FGF10|FGFR2|Pyramidal_layer_dentate_gyrus->Thalamus_1
970	DLK1	NOTCH1	Hypothalamus_2	Thalamus_1	0.383127942009509		DLK1|NOTCH1|Hypothalamus_2->Thalamus_1
971	PDGFA	PDGFRA	Cortex_4	Pyramidal_layer	0.38308888030401783		PDGFA|PDGFRA|Cortex_4->Pyramidal_layer
972	VEGFA	KDR	Lateral_ventricle	Thalamus_1	0.38267816351323947		VEGFA|KDR|Lateral_ventricle->Thalamus_1
973	VEGFA	KDR	Hypothalamus_2	Hippocampus	0.3824828177345305		VEGFA|KDR|Hypothalamus_2->Hippocampus
974	VEGFA	KDR	Cortex_2	Lateral_ventricle	0.3824140144234921		VEGFA|KDR|Cortex_2->Lateral_ventricle
975	KITL	KIT	Hypothalamus_2	Pyramidal_layer_dentate_gyrus	0.38211287571754093		KITL|KIT|Hypothalamus_2->Pyramidal_layer_dentate_gyrus
976	PDGFA	PDGFRA	Pyramidal_layer	Thalamus_1	0.3818943338539017		PDGFA|PDGFRA|Pyramidal_layer->Thalamus_1
977	PDGFA	PDGFRA	Pyramidal_layer	Thalamus_2	0.3818600205261083		PDGFA|PDGFRA|Pyramidal_layer->Thalamus_2
978	KITL	KIT	Cortex_5	Cortex_5	0.3811231073020964		KITL|KIT|Cortex_5->Cortex_5
979	EFNB2	EPHA4	Lateral_ventricle	Lateral_ventricle	0.3806531471865518		EFNB2|EPHA4|Lateral_ventricle->Lateral_ventricle
980	PDGFA	PDGFRA	Pyramidal_layer	Hippocampus	0.3805094014762145		PDGFA|PDGFRA|Pyramidal_layer->Hippocampus
981	PDGFA	PDGFRA	Hippocampus	Cortex_4	0.38020801137771826		PDGFA|PDGFRA|Hippocampus->Cortex_4
982	KITL	KIT	Cortex_2	Fiber_tract	0.3800032207601421		KITL|KIT|Cortex_2->Fiber_tract
983	KITL	KIT	Cortex_2	Hypothalamus_2	0.3799794750156636		KITL|KIT|Cortex_2->Hypothalamus_2
984	SHH	PTCH1	Hypothalamus_2	Thalamus_2	0.37933380377448556		SHH|PTCH1|Hypothalamus_2->Thalamus_2
985	VEGFA	KDR	Hypothalamus_1	Lateral_ventricle	0.37925329154473303		VEGFA|KDR|Hypothalamus_1->Lateral_ventricle
986	SHH	PTCH1	Cortex_3	Thalamus_2	0.3789618218526285		SHH|PTCH1|Cortex_3->Thalamus_2
987	VEGFA	KDR	Hypothalamus_2	Hypothalamus_2	0.37884551802075894		VEGFA|KDR|Hypothalamus_2->Hypothalamus_2
988	SHH	PTCH1	Cortex_1	Thalamus_2	0.3781734531670984		SHH|PTCH1|Cortex_1->Thalamus_2
989	EFNB2	EPHA4	Hypothalamus_1	Hypothalamus_1	0.37809293910574454		EFNB2|EPHA4|Hypothalamus_1->Hypothalamus_1
990	VEGFA	KDR	Cortex_1	Cortex_2	0.3780703758938793		VEGFA|KDR|Cortex_1->Cortex_2
991	VEGFA	KDR	Cortex_4	Lateral_ventricle	0.3780093062534911		VEGFA|KDR|Cortex_4->Lateral_ventricle
992	DLK1	NOTCH1	Striatum	Cortex_5	0.3779737264402624		DLK1|NOTCH1|Striatum->Cortex_5
993	KITL	KIT	Pyramidal_layer_dentate_gyrus	Pyramidal_layer_dentate_gyrus	0.3774800597525695	0.31	KITL|KIT|Pyramidal_layer_dentate_gyrus->Pyramidal_layer_dentate_gyrus
994	VEGFA	KDR	Cortex_2	Cortex_5	0.3770033636714446		VEGFA|KDR|Cortex_2->Cortex_5
995	VEGFA	KDR	Hypothalamus_2	Cortex_1	0.37657866419351077		VEGFA|KDR|Hypothalamus_2->Cortex_1
996	VEGFA	KDR	Hypothalamus_2	Pyramidal_layer_dentate_gyrus	0.37639370380642534		VEGFA|KDR|Hypothalamus_2->Pyramidal_layer_dentate_gyrus
997	DLK1	NOTCH1	Lateral_ventricle	Lateral_ventricle	0.3758315575974328		DLK1|NOTCH1|Lateral_ventricle->Lateral_ventricle
998	SHH	PTCH1	Thalamus_2	Thalamus_2	0.3751971401118984		SHH|PTCH1|Thalamus_2->Thalamus_2
999	CXCL12	CXCR4	Cortex_3	Lateral_ventricle	0.3749351916411582		CXCL12|CXCR4|Cortex_3->Lateral_ventricle
1000	VEGFA	KDR	Thalamus_1	Thalamus_1	0.3746954915167271		VEGFA|KDR|Thalamus_1->Thalamus_1
1001	DLK1	NOTCH1	Hypothalamus_2	Striatum	0.373989167757641		DLK1|NOTCH1|Hypothalamus_2->Striatum
1002	CXCL12	CXCR4	Pyramidal_layer_dentate_gyrus	Pyramidal_layer_dentate_gyrus	0.3738678703632425	0.01	CXCL12|CXCR4|Pyramidal_layer_dentate_gyrus->Pyramidal_layer_dentate_gyrus
1003	VEGFA	KDR	Hypothalamus_1	Cortex_5	0.3738426407926855		VEGFA|KDR|Hypothalamus_1->Cortex_5
1004	VEGFA	KDR	Cortex_1	Hippocampus	0.3735900222999904		VEGFA|KDR|Cortex_1->Hippocampus
1005	PDGFA	PDGFRA	Hippocampus	Cortex_3	0.3735118839719758		PDGFA|PDGFRA|Hippocampus->Cortex_3
1006	EFNB2	EPHA4	Hippocampus	Fiber_tract	0.37346716276944314		EFNB2|EPHA4|Hippocampus->Fiber_tract
1007	VEGFA	KDR	Cortex_5	Thalamus_1	0.3731721629661895		VEGFA|KDR|Cortex_5->Thalamus_1
1008	VEGFA	KDR	Cortex_4	Cortex_5	0.37259865550144355		VEGFA|KDR|Cortex_4->Cortex_5
1009	CXCL12	CXCR4	Cortex_4	Lateral_ventricle	0.37243468532734636		CXCL12|CXCR4|Cortex_4->Lateral_ventricle
1010	VEGFA	KDR	Cortex_3	Lateral_ventricle	0.37219702576423047		VEGFA|KDR|Cortex_3->Lateral_ventricle
1011	KITL	KIT	Striatum	Pyramidal_layer_dentate_gyrus	0.3720862041257955		KITL|KIT|Striatum->Pyramidal_layer_dentate_gyrus
1012	SHH	PTCH1	Cortex_4	Thalamus_2	0.37136448937566663		SHH|PTCH1|Cortex_4->Thalamus_2
1013	PDGFA	PDGFRA	Cortex_5	Pyramidal_layer	0.37080754817423234		PDGFA|PDGFRA|Cortex_5->Pyramidal_layer
1014	PDGFA	PDGFRA	Pyramidal_layer	Pyramidal_layer_dentate_gyrus	0.37047110009594125	1.0	PDGFA|PDGFRA|Pyramidal_layer->Pyramidal_layer_dentate_gyrus
1015	VEGFA	KDR	Cortex_1	Hypothalamus_2	0.3699527225862188		VEGFA|KDR|Cortex_1->Hypothalamus_2
1016	DLK1	NOTCH1	Hypothalamus_2	Hippocampus	0.3699514533251207		DLK1|NOTCH1|Hypothalamus_2->Hippocampus
1017	KITL	KIT	Fiber_tract	Pyramidal_layer	0.36938419569169123		KITL|KIT|Fiber_tract->Pyramidal_layer
1018	PDGFA	PDGFRA	Pyramidal_layer	Cortex_1	0.36849253548972566		PDGFA|PDGFRA|Pyramidal_layer->Cortex_1
1019	VEGFA	KDR	Cortex_1	Cortex_1	0.3676858687589706		VEGFA|KDR|Cortex_1->Cortex_1
1020	VEGFA	KDR	Cortex_1	Pyramidal_layer_dentate_gyrus	0.36750090837188515		VEGFA|KDR|Cortex_1->Pyramidal_layer_dentate_gyrus
1021	SPP1	CD44	Lateral_ventricle	Thalamus_2	0.36727238153107467		SPP1|CD44|Lateral_ventricle->Thalamus_2
1022	CXCL12	CXCR4	Pyramidal_layer_dentate_gyrus	Hippocampus	0.36705537493452706		CXCL12|CXCR4|Pyramidal_layer_dentate_gyrus->Hippocampus
1023	VEGFA	KDR	Cortex_3	Cortex_5	0.3667863750121829		VEGFA|KDR|Cortex_3->Cortex_5
1024	VEGFA	KDR	Hypothalamus_2	Thalamus_2	0.3658645314918388		VEGFA|KDR|Hypothalamus_2->Thalamus_2
1025	DLK1	NOTCH1	Hypothalamus_2	Cortex_2	0.365079979072027		DLK1|NOTCH1|Hypothalamus_2->Cortex_2
1026	SHH	PTCH1	Cortex_2	Thalamus_2	0.36496669449692476		SHH|PTCH1|Cortex_2->Thalamus_2
1027	KITL	KIT	Cortex_1	Lateral_ventricle	0.36407555849319495		KITL|KIT|Cortex_1->Lateral_ventricle
1028	PDGFA	PDGFRA	Pyramidal_layer	Cortex_4	0.3635325428578704		PDGFA|PDGFRA|Pyramidal_layer->Cortex_4
1029	KITL	KIT	Cortex_3	Cortex_5	0.3633987807676675		KITL|KIT|Cortex_3->Cortex_5
1030	SHH	PTCH1	Thalamus_1	Thalamus_1	0.3630910331376211		SHH|PTCH1|Thalamus_1->Thalamus_1
1031	VEGFA	KDR	Hypothalamus_2	Cortex_4	0.3630398784988018		VEGFA|KDR|Hypothalamus_2->Cortex_4
1032	CXCL12	CXCR4	Pyramidal_layer_dentate_gyrus	Hypothalamus_1	0.36291137390782663		CXCL12|CXCR4|Pyramidal_layer_dentate_gyrus->Hypothalamus_1
1033	SHH	PTCH1	Fiber_tract	Thalamus_2	0.3623902822410617		SHH|PTCH1|Fiber_tract->Thalamus_2
1034	DLK1	NOTCH1	Lateral_ventricle	Fiber_tract	0.3623133562947947		DLK1|NOTCH1|Lateral_ventricle->Fiber_tract
1035	VEGFA	KDR	Cortex_2	Thalamus_1	0.3622734121261738		VEGFA|KDR|Cortex_2->Thalamus_1
1036	KITL	KIT	Hypothalamus_1	Pyramidal_layer	0.3622432773516619		KITL|KIT|Hypothalamus_1->Pyramidal_layer
1037	SHH	PTCH1	Cortex_5	Thalamus_2	0.36175674302936645		SHH|PTCH1|Cortex_5->Thalamus_2
1038	CXCL12	CXCR4	Pyramidal_layer_dentate_gyrus	Fiber_tract	0.3616438126613283		CXCL12|CXCR4|Pyramidal_layer_dentate_gyrus->Fiber_tract
1039	FGF10	FGFR2	Cortex_3	Thalamus_1	0.3612201096335945		FGF10|FGFR2|Cortex_3->Thalamus_1
1040	SHH	PTCH1	Pyramidal_layer	Thalamus_2	0.36065756283434375		SHH|PTCH1|Pyramidal_layer->Thalamus_2
1041	EFNB2	EPHA4	Hypothalamus_1	Lateral_ventricle	0.3602910345399773		EFNB2|EPHA4|Hypothalamus_1->Lateral_ventricle
1042	CXCL12	CXCR4	Pyramidal_layer_dentate_gyrus	Thalamus_2	0.3599688087717868		CXCL12|CXCR4|Pyramidal_layer_dentate_gyrus->Thalamus_2
1043	KITL	KIT	Cortex_1	Cortex_2	0.359776332239053		KITL|KIT|Cortex_1->Cortex_2
1044	CXCL12	CXCR4	Pyramidal_layer_dentate_gyrus	Cortex_5	0.35953314098789846		CXCL12|CXCR4|Pyramidal_layer_dentate_gyrus->Cortex_5
1045	VEGFA	KDR	Hypothalamus_2	Hypothalamus_1	0.3594483363002048		VEGFA|KDR|Hypothalamus_2->Hypothalamus_1
1046	VEGFA	KDR	Hypothalamus_1	Thalamus_1	0.3591126892474147		VEGFA|KDR|Hypothalamus_1->Thalamus_1
1047	VEGFA	KDR	Thalamus_2	Cortex_2	0.35893689827563485		VEGFA|KDR|Thalamus_2->Cortex_2
1048	CXCL12	CXCR4	Cortex_3	Pyramidal_layer_dentate_gyrus	0.35862964510975137		CXCL12|CXCR4|Cortex_3->Pyramidal_layer_dentate_gyrus
1049	KITL	KIT	Cortex_1	Hippocampus	0.35831562875321094		KITL|KIT|Cortex_1->Hippocampus
1050	SHH	PTCH1	Striatum	Thalamus_1	0.3578828647984614		SHH|PTCH1|Striatum->Thalamus_1
1051	VEGFA	KDR	Cortex_4	Thalamus_1	0.35786870395617276		VEGFA|KDR|Cortex_4->Thalamus_1
1052	VEGFA	KDR	Striatum	Lateral_ventricle	0.35779844958519513		VEGFA|KDR|Striatum->Lateral_ventricle
1053	SHH	PTCH1	Hippocampus	Thalamus_2	0.35764699927237525		SHH|PTCH1|Hippocampus->Thalamus_2
1054	CXCL12	CXCR4	Pyramidal_layer_dentate_gyrus	Cortex_4	0.3575399263041733		CXCL12|CXCR4|Pyramidal_layer_dentate_gyrus->Cortex_4
1055	CXCL12	CXCR4	Pyramidal_layer_dentate_gyrus	Hypothalamus_2	0.35741842155126885		CXCL12|CXCR4|Pyramidal_layer_dentate_gyrus->Hypothalamus_2
1056	KITL	KIT	Cortex_2	Thalamus_1	0.3572335781732452		KITL|KIT|Cortex_2->Thalamus_1
1057	VEGFA	KDR	Cortex_1	Thalamus_2	0.3569717360572986		VEGFA|KDR|Cortex_1->Thalamus_2
1058	KITL	KIT	Lateral_ventricle	Pyramidal_layer_dentate_gyrus	0.3569084593624461		KITL|KIT|Lateral_ventricle->Pyramidal_layer_dentate_gyrus
