cluster_1	cluster_2	pair_key	radius_index	radius_start	radius_end	cooccurrence
Cortex_3	Hippocampus	Cortex_3->Hippocampus	18	3203.47998	3373.808838	1.168195605
Cortex_3	Hippocampus	Cortex_3->Hippocampus	19	3373.808838	3544.137939	1.157270074
Cortex_3	Hippocampus	Cortex_3->Hippocampus	20	3544.137939	3714.467041	1.150384665
Cortex_3	Hippocampus	Cortex_3->Hippocampus	21	3714.467041	3884.796143	1.139863133
Cortex_3	Hippocampus	Cortex_3->Hippocampus	22	3884.796143	4055.125	1.129624009
Cortex_3	Hippocampus	Cortex_3->Hippocampus	23	4055.125	4225.454102	1.118155599
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	0	137.5572662	307.8862915	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	1	307.8862915	478.215332	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	2	478.215332	648.5443726	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	3	648.5443726	818.8734131	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	4	818.8734131	989.2024536	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	5	989.2024536	1159.531494	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	6	1159.531494	1329.860474	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	7	1329.860474	1500.189575	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	8	1500.189575	1670.518555	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	9	1670.518555	1840.847656	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	10	1840.847656	2011.176636	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	11	2011.176636	2181.505615	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	12	2181.505615	2351.834717	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	13	2351.834717	2522.163818	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	14	2522.163818	2692.492676	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	15	2692.492676	2862.821777	0
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	16	2862.821777	3033.150879	6.925710477e-05
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	17	3033.150879	3203.47998	0.00142022036
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	18	3203.47998	3373.808838	0.005501704756
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	19	3373.808838	3544.137939	0.01491495967
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	20	3544.137939	3714.467041	0.03151909262
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	21	3714.467041	3884.796143	0.05221261084
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	22	3884.796143	4055.125	0.0745421946
Cortex_3	Hypothalamus_1	Cortex_3->Hypothalamus_1	23	4055.125	4225.454102	0.1211371943
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	0	137.5572662	307.8862915	0
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	1	307.8862915	478.215332	0
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	2	478.215332	648.5443726	0
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	3	648.5443726	818.8734131	0
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	4	818.8734131	989.2024536	0
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	5	989.2024536	1159.531494	0
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	6	1159.531494	1329.860474	0.0006575031439
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	7	1329.860474	1500.189575	0.007623484358
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	8	1500.189575	1670.518555	0.04114164039
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	9	1670.518555	1840.847656	0.1063237563
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	10	1840.847656	2011.176636	0.1953098327
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	11	2011.176636	2181.505615	0.2944572866
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	12	2181.505615	2351.834717	0.3830116391
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	13	2351.834717	2522.163818	0.4533580244
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	14	2522.163818	2692.492676	0.5066887736
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	15	2692.492676	2862.821777	0.5410792232
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	16	2862.821777	3033.150879	0.5742021799
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	17	3033.150879	3203.47998	0.6029274464
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	18	3203.47998	3373.808838	0.6396965981
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	19	3373.808838	3544.137939	0.6760718226
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	20	3544.137939	3714.467041	0.716776669
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	21	3714.467041	3884.796143	0.7579922676
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	22	3884.796143	4055.125	0.7934659123
Cortex_3	Hypothalamus_2	Cortex_3->Hypothalamus_2	23	4055.125	4225.454102	0.8383094668
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	0	137.5572662	307.8862915	0.08862090856
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	1	307.8862915	478.215332	0.2400889844
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	2	478.215332	648.5443726	0.3840486109
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	3	648.5443726	818.8734131	0.4727523029
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	4	818.8734131	989.2024536	0.5712144375
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	5	989.2024536	1159.531494	0.6552268863
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	6	1159.531494	1329.860474	0.788631618
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	7	1329.860474	1500.189575	0.8875454664
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	8	1500.189575	1670.518555	0.9715328217
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	9	1670.518555	1840.847656	1.027073264
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	10	1840.847656	2011.176636	1.050301433
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	11	2011.176636	2181.505615	1.03842628
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	12	2181.505615	2351.834717	1.011865258
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	13	2351.834717	2522.163818	0.9797457457
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	14	2522.163818	2692.492676	0.9513220191
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	15	2692.492676	2862.821777	0.9273738265
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	16	2862.821777	3033.150879	0.9121296406
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	17	3033.150879	3203.47998	0.8969861865
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	18	3203.47998	3373.808838	0.891582489
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	19	3373.808838	3544.137939	0.8859634995
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	20	3544.137939	3714.467041	0.8868514895
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	21	3714.467041	3884.796143	0.8905853629
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	22	3884.796143	4055.125	0.8962515593
Cortex_3	Lateral_ventricle	Cortex_3->Lateral_ventricle	23	4055.125	4225.454102	0.9024009109
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	0	137.5572662	307.8862915	0
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	1	307.8862915	478.215332	0.2037597299
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	2	478.215332	648.5443726	0.9423757195
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	3	648.5443726	818.8734131	1.238806129
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	4	818.8734131	989.2024536	1.42125845
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	5	989.2024536	1159.531494	1.433255076
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	6	1159.531494	1329.860474	1.389289021
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	7	1329.860474	1500.189575	1.33671999
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	8	1500.189575	1670.518555	1.304929733
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	9	1670.518555	1840.847656	1.257486939
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	10	1840.847656	2011.176636	1.214623928
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	11	2011.176636	2181.505615	1.185836434
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	12	2181.505615	2351.834717	1.164528966
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	13	2351.834717	2522.163818	1.15249753
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	14	2522.163818	2692.492676	1.13961637
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	15	2692.492676	2862.821777	1.130386829
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	16	2862.821777	3033.150879	1.126731396
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	17	3033.150879	3203.47998	1.120698571
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	18	3203.47998	3373.808838	1.115553856
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	19	3373.808838	3544.137939	1.11231482
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	20	3544.137939	3714.467041	1.113078237
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	21	3714.467041	3884.796143	1.111182213
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	22	3884.796143	4055.125	1.10732305
Cortex_3	Pyramidal_layer	Cortex_3->Pyramidal_layer	23	4055.125	4225.454102	1.104633451
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	0	137.5572662	307.8862915	0
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	1	307.8862915	478.215332	0.007599431556
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	2	478.215332	648.5443726	0.0586803481
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	3	648.5443726	818.8734131	0.1315795183
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	4	818.8734131	989.2024536	0.2634325027
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	5	989.2024536	1159.531494	0.365449369
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	6	1159.531494	1329.860474	0.500631094
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	7	1329.860474	1500.189575	0.7054768205
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	8	1500.189575	1670.518555	0.9231755137
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	9	1670.518555	1840.847656	1.153465152
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	10	1840.847656	2011.176636	1.244972467
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	11	2011.176636	2181.505615	1.275269747
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	12	2181.505615	2351.834717	1.27942884
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	13	2351.834717	2522.163818	1.265903831
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	14	2522.163818	2692.492676	1.25231111
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	15	2692.492676	2862.821777	1.238718748
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	16	2862.821777	3033.150879	1.225844026
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	17	3033.150879	3203.47998	1.215354919
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	18	3203.47998	3373.808838	1.207333446
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	19	3373.808838	3544.137939	1.191118121
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	20	3544.137939	3714.467041	1.180680752
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	21	3714.467041	3884.796143	1.163091898
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	22	3884.796143	4055.125	1.144236565
Cortex_3	Pyramidal_layer_dentate_gyrus	Cortex_3->Pyramidal_layer_dentate_gyrus	23	4055.125	4225.454102	1.128267884
Cortex_3	Striatum	Cortex_3->Striatum	0	137.5572662	307.8862915	0.3546691835
Cortex_3	Striatum	Cortex_3->Striatum	1	307.8862915	478.215332	0.5502634048
Cortex_3	Striatum	Cortex_3->Striatum	2	478.215332	648.5443726	0.7201344371
Cortex_3	Striatum	Cortex_3->Striatum	3	648.5443726	818.8734131	0.8227695227
Cortex_3	Striatum	Cortex_3->Striatum	4	818.8734131	989.2024536	0.9342524409
Cortex_3	Striatum	Cortex_3->Striatum	5	989.2024536	1159.531494	0.9924572706
Cortex_3	Striatum	Cortex_3->Striatum	6	1159.531494	1329.860474	1.022332788
Cortex_3	Striatum	Cortex_3->Striatum	7	1329.860474	1500.189575	1.013032913
Cortex_3	Striatum	Cortex_3->Striatum	8	1500.189575	1670.518555	0.987139225
Cortex_3	Striatum	Cortex_3->Striatum	9	1670.518555	1840.847656	0.9549966455
Cortex_3	Striatum	Cortex_3->Striatum	10	1840.847656	2011.176636	0.9248575568
Cortex_3	Striatum	Cortex_3->Striatum	11	2011.176636	2181.505615	0.9047535658
Cortex_3	Striatum	Cortex_3->Striatum	12	2181.505615	2351.834717	0.889375031
Cortex_3	Striatum	Cortex_3->Striatum	13	2351.834717	2522.163818	0.8858761191
Cortex_3	Striatum	Cortex_3->Striatum	14	2522.163818	2692.492676	0.880366087
Cortex_3	Striatum	Cortex_3->Striatum	15	2692.492676	2862.821777	0.8787543774
Cortex_3	Striatum	Cortex_3->Striatum	16	2862.821777	3033.150879	0.8832792044
Cortex_3	Striatum	Cortex_3->Striatum	17	3033.150879	3203.47998	0.886300087
Cortex_3	Striatum	Cortex_3->Striatum	18	3203.47998	3373.808838	0.8917003274
Cortex_3	Striatum	Cortex_3->Striatum	19	3373.808838	3544.137939	0.8993760943
Cortex_3	Striatum	Cortex_3->Striatum	20	3544.137939	3714.467041	0.9034373164
Cortex_3	Striatum	Cortex_3->Striatum	21	3714.467041	3884.796143	0.9072245359
Cortex_3	Striatum	Cortex_3->Striatum	22	3884.796143	4055.125	0.9118211865
Cortex_3	Striatum	Cortex_3->Striatum	23	4055.125	4225.454102	0.9122512341
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	0	137.5572662	307.8862915	0
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	1	307.8862915	478.215332	0
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	2	478.215332	648.5443726	0
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	3	648.5443726	818.8734131	0
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	4	818.8734131	989.2024536	0
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	5	989.2024536	1159.531494	0
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	6	1159.531494	1329.860474	0
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	7	1329.860474	1500.189575	0
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	8	1500.189575	1670.518555	0.002861208282
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	9	1670.518555	1840.847656	0.02271002717
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	10	1840.847656	2011.176636	0.06500760466
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	11	2011.176636	2181.505615	0.1377724558
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	12	2181.505615	2351.834717	0.2164043933
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	13	2351.834717	2522.163818	0.3061004281
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	14	2522.163818	2692.492676	0.4085121155
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	15	2692.492676	2862.821777	0.5023447871
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	16	2862.821777	3033.150879	0.6048173904
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	17	3033.150879	3203.47998	0.688359797
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	18	3203.47998	3373.808838	0.7692145705
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	19	3373.808838	3544.137939	0.8369731307
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	20	3544.137939	3714.467041	0.890938282
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	21	3714.467041	3884.796143	0.9380383492
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	22	3884.796143	4055.125	0.9659802318
Cortex_3	Thalamus_1	Cortex_3->Thalamus_1	23	4055.125	4225.454102	0.9890297055
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	0	137.5572662	307.8862915	0
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	1	307.8862915	478.215332	0
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	2	478.215332	648.5443726	0
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	3	648.5443726	818.8734131	0
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	4	818.8734131	989.2024536	0
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	5	989.2024536	1159.531494	0
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	6	1159.531494	1329.860474	0
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	7	1329.860474	1500.189575	0.0001724956965
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	8	1500.189575	1670.518555	0.002371757058
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	9	1670.518555	1840.847656	0.009736223146
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	10	1840.847656	2011.176636	0.02310242318
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	11	2011.176636	2181.505615	0.04704198614
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	12	2181.505615	2351.834717	0.07177788019
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	13	2351.834717	2522.163818	0.0992147103
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	14	2522.163818	2692.492676	0.1279984564
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	15	2692.492676	2862.821777	0.1531017721
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	16	2862.821777	3033.150879	0.1818807572
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	17	3033.150879	3203.47998	0.2066676617
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	18	3203.47998	3373.808838	0.2382722497
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	19	3373.808838	3544.137939	0.2711651623
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	20	3544.137939	3714.467041	0.3125070333
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	21	3714.467041	3884.796143	0.3654404581
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	22	3884.796143	4055.125	0.419544518
Cortex_3	Thalamus_2	Cortex_3->Thalamus_2	23	4055.125	4225.454102	0.496112287
Cortex_4	Cortex_1	Cortex_4->Cortex_1	0	137.5572662	307.8862915	1.92905736
Cortex_4	Cortex_1	Cortex_4->Cortex_1	1	307.8862915	478.215332	2.687097311
Cortex_4	Cortex_1	Cortex_4->Cortex_1	2	478.215332	648.5443726	3.47893858
Cortex_4	Cortex_1	Cortex_4->Cortex_1	3	648.5443726	818.8734131	3.816442728
Cortex_4	Cortex_1	Cortex_4->Cortex_1	4	818.8734131	989.2024536	4.003633022
Cortex_4	Cortex_1	Cortex_4->Cortex_1	5	989.2024536	1159.531494	3.973828554
Cortex_4	Cortex_1	Cortex_4->Cortex_1	6	1159.531494	1329.860474	3.840191603
Cortex_4	Cortex_1	Cortex_4->Cortex_1	7	1329.860474	1500.189575	3.703110695
Cortex_4	Cortex_1	Cortex_4->Cortex_1	8	1500.189575	1670.518555	3.578230619
Cortex_4	Cortex_1	Cortex_4->Cortex_1	9	1670.518555	1840.847656	3.406607151
Cortex_4	Cortex_1	Cortex_4->Cortex_1	10	1840.847656	2011.176636	3.27086091
Cortex_4	Cortex_1	Cortex_4->Cortex_1	11	2011.176636	2181.505615	3.116270781
Cortex_4	Cortex_1	Cortex_4->Cortex_1	12	2181.505615	2351.834717	2.987564325
Cortex_4	Cortex_1	Cortex_4->Cortex_1	13	2351.834717	2522.163818	2.854721546
Cortex_4	Cortex_1	Cortex_4->Cortex_1	14	2522.163818	2692.492676	2.720825911
Cortex_4	Cortex_1	Cortex_4->Cortex_1	15	2692.492676	2862.821777	2.606030226
Cortex_4	Cortex_1	Cortex_4->Cortex_1	16	2862.821777	3033.150879	2.480130672
Cortex_4	Cortex_1	Cortex_4->Cortex_1	17	3033.150879	3203.47998	2.382294893
Cortex_4	Cortex_1	Cortex_4->Cortex_1	18	3203.47998	3373.808838	2.276118517
Cortex_4	Cortex_1	Cortex_4->Cortex_1	19	3373.808838	3544.137939	2.177791357
Cortex_4	Cortex_1	Cortex_4->Cortex_1	20	3544.137939	3714.467041	2.090143442
Cortex_4	Cortex_1	Cortex_4->Cortex_1	21	3714.467041	3884.796143	1.999248147
Cortex_4	Cortex_1	Cortex_4->Cortex_1	22	3884.796143	4055.125	1.922499061
Cortex_4	Cortex_1	Cortex_4->Cortex_1	23	4055.125	4225.454102	1.833699346
Cortex_4	Cortex_2	Cortex_4->Cortex_2	0	137.5572662	307.8862915	0.1088882759
Cortex_4	Cortex_2	Cortex_4->Cortex_2	1	307.8862915	478.215332	0.0916345641
Cortex_4	Cortex_2	Cortex_4->Cortex_2	2	478.215332	648.5443726	0.09880074114
Cortex_4	Cortex_2	Cortex_4->Cortex_2	3	648.5443726	818.8734131	0.1017927229
Cortex_4	Cortex_2	Cortex_4->Cortex_2	4	818.8734131	989.2024536	0.115555279
Cortex_4	Cortex_2	Cortex_4->Cortex_2	5	989.2024536	1159.531494	0.1355049759
Cortex_4	Cortex_2	Cortex_4->Cortex_2	6	1159.531494	1329.860474	0.1724568307
Cortex_4	Cortex_2	Cortex_4->Cortex_2	7	1329.860474	1500.189575	0.2037328333
Cortex_4	Cortex_2	Cortex_4->Cortex_2	8	1500.189575	1670.518555	0.2260917723
Cortex_4	Cortex_2	Cortex_4->Cortex_2	9	1670.518555	1840.847656	0.2611752152
Cortex_4	Cortex_2	Cortex_4->Cortex_2	10	1840.847656	2011.176636	0.2842838466
Cortex_4	Cortex_2	Cortex_4->Cortex_2	11	2011.176636	2181.505615	0.3115932643
Cortex_4	Cortex_2	Cortex_4->Cortex_2	12	2181.505615	2351.834717	0.3301538229
Cortex_4	Cortex_2	Cortex_4->Cortex_2	13	2351.834717	2522.163818	0.3560465276
Cortex_4	Cortex_2	Cortex_4->Cortex_2	14	2522.163818	2692.492676	0.3782803416
Cortex_4	Cortex_2	Cortex_4->Cortex_2	15	2692.492676	2862.821777	0.4032685459
Cortex_4	Cortex_2	Cortex_4->Cortex_2	16	2862.821777	3033.150879	0.42372033
Cortex_4	Cortex_2	Cortex_4->Cortex_2	17	3033.150879	3203.47998	0.4435167909
Cortex_4	Cortex_2	Cortex_4->Cortex_2	18	3203.47998	3373.808838	0.4605805874
Cortex_4	Cortex_2	Cortex_4->Cortex_2	19	3373.808838	3544.137939	0.48139292
Cortex_4	Cortex_2	Cortex_4->Cortex_2	20	3544.137939	3714.467041	0.495649606
Cortex_4	Cortex_2	Cortex_4->Cortex_2	21	3714.467041	3884.796143	0.5148243904
Cortex_4	Cortex_2	Cortex_4->Cortex_2	22	3884.796143	4055.125	0.5336056352
Cortex_4	Cortex_2	Cortex_4->Cortex_2	23	4055.125	4225.454102	0.556022644
Cortex_4	Cortex_3	Cortex_4->Cortex_3	0	137.5572662	307.8862915	0.02684796229
Cortex_4	Cortex_3	Cortex_4->Cortex_3	1	307.8862915	478.215332	0.134856686
Cortex_4	Cortex_3	Cortex_4->Cortex_3	2	478.215332	648.5443726	0.3210898638
Cortex_4	Cortex_3	Cortex_4->Cortex_3	3	648.5443726	818.8734131	0.5434865355
Cortex_4	Cortex_3	Cortex_4->Cortex_3	4	818.8734131	989.2024536	1.076413512
Cortex_4	Cortex_3	Cortex_4->Cortex_3	5	989.2024536	1159.531494	1.539265633
Cortex_4	Cortex_3	Cortex_4->Cortex_3	6	1159.531494	1329.860474	1.937218189
Cortex_4	Cortex_3	Cortex_4->Cortex_3	7	1329.860474	1500.189575	2.105790615
Cortex_4	Cortex_3	Cortex_4->Cortex_3	8	1500.189575	1670.518555	2.163706779
Cortex_4	Cortex_3	Cortex_4->Cortex_3	9	1670.518555	1840.847656	2.170962572
Cortex_4	Cortex_3	Cortex_4->Cortex_3	10	1840.847656	2011.176636	2.142124414
Cortex_4	Cortex_3	Cortex_4->Cortex_3	11	2011.176636	2181.505615	2.09654212
Cortex_4	Cortex_3	Cortex_4->Cortex_3	12	2181.505615	2351.834717	2.047576427
Cortex_4	Cortex_3	Cortex_4->Cortex_3	13	2351.834717	2522.163818	1.990708113
Cortex_4	Cortex_3	Cortex_4->Cortex_3	14	2522.163818	2692.492676	1.937969446
Cortex_4	Cortex_3	Cortex_4->Cortex_3	15	2692.492676	2862.821777	1.882205129
Cortex_4	Cortex_3	Cortex_4->Cortex_3	16	2862.821777	3033.150879	1.82897675
Cortex_4	Cortex_3	Cortex_4->Cortex_3	17	3033.150879	3203.47998	1.777561784
Cortex_4	Cortex_3	Cortex_4->Cortex_3	18	3203.47998	3373.808838	1.724629521
Cortex_4	Cortex_3	Cortex_4->Cortex_3	19	3373.808838	3544.137939	1.673529148
Cortex_4	Cortex_3	Cortex_4->Cortex_3	20	3544.137939	3714.467041	1.623594642
Cortex_4	Cortex_3	Cortex_4->Cortex_3	21	3714.467041	3884.796143	1.57898438
