rank	gene	moran_i	pval_norm	var_norm	pval_norm_fdr_bh
1301	Sez6l	0.2200692087	0	0.0001307333572	0
1302	Gnb3	0.219874277	0	0.0001307333572	0
1303	Lgals3bp	0.2198600923	0	0.0001307333572	0
1304	Ass1	0.2197933536	0	0.0001307333572	0
1305	Rnf152	0.2193090337	0	0.0001307333572	0
1306	Tsnax	0.2192871107	0	0.0001307333572	0
1307	Btbd10	0.2190932274	0	0.0001307333572	0
1308	Zdhhc8	0.2190624283	0	0.0001307333572	0
1309	Blcap	0.2189904537	0	0.0001307333572	0
1310	Spag8	0.2186759886	0	0.0001307333572	0
1311	Tspan9	0.2185785006	0	0.0001307333572	0
1312	Cpm	0.2185322383	0	0.0001307333572	0
1313	Hs6st2	0.2184058094	0	0.0001307333572	0
1314	Prr29	0.218170795	0	0.0001307333572	0
1315	Klhl23	0.2181305287	0	0.0001307333572	0
1316	Zfp804a	0.21807242	0	0.0001307333572	0
1317	Bst2	0.2180337662	0	0.0001307333572	0
1318	Ninj2	0.2180008318	0	0.0001307333572	0
1319	Slc6a20a	0.2179452438	0	0.0001307333572	0
1320	Iqgap2	0.217917152	0	0.0001307333572	0
1321	Rasgef1b	0.2178756161	0	0.0001307333572	0
1322	Tmem191c	0.2173301603	0	0.0001307333572	0
1323	Tnc	0.2171120459	0	0.0001307333572	0
1324	A2ml1	0.2168599692	0	0.0001307333572	0
1325	Gng5	0.2168333159	0	0.0001307333572	0
1326	Tnni1	0.2167356793	0	0.0001307333572	0
1327	Lamc2	0.2165729823	0	0.0001307333572	0
1328	Gjc1	0.2165304249	0	0.0001307333572	0
1329	Myo1d	0.2163689254	0	0.0001307333572	0
1330	Stoml3	0.2163078691	0	0.0001307333572	0
1331	Etv5	0.216248212	0	0.0001307333572	0
1332	Igfbp5	0.2161821895	0	0.0001307333572	0
1333	Arhgef4	0.2161178487	0	0.0001307333572	0
1334	Sgsm1	0.2160490241	0	0.0001307333572	0
1335	Cdk18	0.215918874	0	0.0001307333572	0
1336	Anxa5	0.2156560565	0	0.0001307333572	0
1337	Morf4l2	0.2152833457	0	0.0001307333572	0
1338	Arf1	0.2149606458	0	0.0001307333572	0
1339	Cldn3	0.2147739868	0	0.0001307333572	0
1340	Tspan5	0.2147159725	0	0.0001307333572	0
1341	Plppr3	0.2146910156	0	0.0001307333572	0
1342	Zp3	0.2143895388	0	0.0001307333572	0
1343	Slc18a3	0.2142454954	0	0.0001307333572	0
1344	Spef2	0.2139161188	0	0.0001307333572	0
1345	Rgs12	0.2135011206	0	0.0001307333572	0
1346	Rmst	0.2134570834	0	0.0001307333572	0
1347	Arpc2	0.213456343	0	0.0001307333572	0
1348	Urah	0.2134523957	0	0.0001307333572	0
1349	Sumo2	0.2132966505	0	0.0001307333572	0
1350	Cdkn1c	0.2129933144	0	0.0001307333572	0
1351	Gpr22	0.212842694	0	0.0001307333572	0
1352	Trpm3	0.2128190354	0	0.0001307333572	0
1353	Fam81b	0.2127154461	0	0.0001307333572	0
1354	Pltp	0.2124895949	0	0.0001307333572	0
1355	Sema7a	0.2123579891	0	0.0001307333572	0
1356	Mrap2	0.2122703463	0	0.0001307333572	0
1357	Ret	0.2120174478	0	0.0001307333572	0
1358	Ankrd33b	0.2118746809	0	0.0001307333572	0
1359	Tmem176b	0.2116309041	0	0.0001307333572	0
1360	Snn	0.2115322172	0	0.0001307333572	0
1361	Htr7	0.2114186505	0	0.0001307333572	0
1362	Cox6b2	0.2113618372	0	0.0001307333572	0
1363	Rgs10	0.2112453426	0	0.0001307333572	0
1364	Avil	0.2110132693	0	0.0001307333572	0
1365	Ccnd2	0.2108103141	0	0.0001307333572	0
1366	Samd5	0.2107284363	0	0.0001307333572	0
1367	Cadps	0.2106326023	0	0.0001307333572	0
1368	Cdk14	0.2106141216	0	0.0001307333572	0
1369	Aldh1a2	0.2106140807	0	0.0001307333572	0
1370	Sstr2	0.2105567514	0	0.0001307333572	0
1371	Sytl2	0.2105385425	0	0.0001307333572	0
1372	Aoc1	0.2103760002	0	0.0001307333572	0
1373	Gnb4	0.2103467372	0	0.0001307333572	0
1374	Olfm3	0.2102984198	0	0.0001307333572	0
1375	Gstm7	0.2102816731	0	0.0001307333572	0
1376	Nfasc	0.2101802351	0	0.0001307333572	0
1377	Nova1	0.2097589813	0	0.0001307333572	0
1378	Cab39l	0.2097444812	0	0.0001307333572	0
1379	Megf9	0.2096720672	0	0.0001307333572	0
1380	Sgms2	0.209428495	0	0.0001307333572	0
1381	Mdfic	0.2093752647	0	0.0001307333572	0
1382	Crygn	0.2093744295	0	0.0001307333572	0
1383	Cacnb1	0.2093028284	0	0.0001307333572	0
1384	Rgl1	0.2091996552	0	0.0001307333572	0
1385	Tle4	0.2091588921	0	0.0001307333572	0
1386	Atl1	0.2090793809	0	0.0001307333572	0
1387	Sidt1	0.2089535489	0	0.0001307333572	0
1388	Rab9b	0.2087625067	0	0.0001307333572	0
1389	Ndst4	0.2086903574	0	0.0001307333572	0
1390	Lrrc74b	0.2086786602	0	0.0001307333572	0
1391	Gdpd5	0.2086054258	0	0.0001307333572	0
1392	Col6a5	0.2083741535	0	0.0001307333572	0
1393	Hist1h2bc	0.2083254215	0	0.0001307333572	0
1394	Lrrn1	0.2083061022	0	0.0001307333572	0
1395	Lancl1	0.2081913734	0	0.0001307333572	0
1396	Scube3	0.2081631389	0	0.0001307333572	0
1397	Tpd52l1	0.208112224	0	0.0001307333572	0
1398	Gfra4	0.2080930319	0	0.0001307333572	0
1399	Pcdh19	0.2079144123	0	0.0001307333572	0
1400	Acta1	0.2078951074	0	0.0001307333572	0
1401	Tpm1	0.2076803515	0	0.0001307333572	0
1402	Glt8d2	0.207515499	0	0.0001307333572	0
1403	Herc3	0.2074998832	0	0.0001307333572	0
1404	Il34	0.2072177305	0	0.0001307333572	0
1405	Lcn2	0.2070749965	0	0.0001307333572	0
1406	Araf	0.2067176604	0	0.0001307333572	0
1407	Sec14l5	0.2065167693	0	0.0001307333572	0
1408	Plxnc1	0.2062948351	0	0.0001307333572	0
1409	Slc6a3	0.2062944088	0	0.0001307333572	0
1410	Kcnh1	0.2062293224	0	0.0001307333572	0
1411	Pop5	0.2061836068	0	0.0001307333572	0
1412	Sgpp2	0.2059745136	0	0.0001307333572	0
1413	Scn1a	0.205962601	0	0.0001307333572	0
1414	Ddah1	0.2056783698	0	0.0001307333572	0
1415	Nxph1	0.2055136054	0	0.0001307333572	0
1416	Klhdc8a	0.2055057229	0	0.0001307333572	0
1417	Smco3	0.2053190686	0	0.0001307333572	0
1418	Efnb2	0.2052438942	0	0.0001307333572	0
1419	Krt1	0.2052405032	0	0.0001307333572	0
1420	Slc6a7	0.2052271172	0	0.0001307333572	0
1421	C230072F16Rik	0.2050312579	0	0.0001307333572	0
1422	Smim1	0.2049021995	0	0.0001307333572	0
1423	Prr5l	0.2048788779	0	0.0001307333572	0
1424	Klhl13	0.2046976894	0	0.0001307333572	0
1425	Cd4	0.2046113871	0	0.0001307333572	0
1426	Bmp3	0.2045403927	0	0.0001307333572	0
1427	Ntrk3	0.2041838323	0	0.0001307333572	0
1428	Serinc2	0.2041512483	0	0.0001307333572	0
1429	Slc16a2	0.2040321384	0	0.0001307333572	0
1430	B3gat1	0.2038993773	0	0.0001307333572	0
1431	Il1rap	0.2038607522	0	0.0001307333572	0
1432	Cyp19a1	0.2037668004	0	0.0001307333572	0
1433	Pex5l	0.2036538572	0	0.0001307333572	0
1434	Ltc4s	0.2036258127	0	0.0001307333572	0
1435	Psme1	0.2035477248	0	0.0001307333572	0
1436	Tmod1	0.2034319157	0	0.0001307333572	0
1437	Elk1	0.2031169055	0	0.0001307333572	0
1438	Rnf138rt1	0.2030617468	0	0.0001307333572	0
1439	Mapk15	0.2029208297	0	0.0001307333572	0
1440	Arxes2	0.2028690044	0	0.0001307333572	0
1441	Ifi27l2a	0.2027634755	0	0.0001307333572	0
1442	Cpne8	0.2026318077	0	0.0001307333572	0
1443	Lmo7	0.2021676494	0	0.0001307333572	0
1444	Prcd	0.2021318051	0	0.0001307333572	0
1445	Shisa8	0.2021179713	0	0.0001307333572	0
1446	Dock4	0.2020143964	0	0.0001307333572	0
1447	Egr4	0.2020031245	0	0.0001307333572	0
1448	Slc7a3	0.2019350233	0	0.0001307333572	0
1449	Smyd2	0.2016977061	0	0.0001307333572	0
1450	Bdnf	0.2012897056	0	0.0001307333572	0
1451	Rpusd1	0.2012401014	0	0.0001307333572	0
1452	Lhfpl1	0.2011767889	0	0.0001307333572	0
1453	Rasd2	0.20106895	0	0.0001307333572	0
1454	Rps6ka2	0.2010475792	0	0.0001307333572	0
1455	Nbl1	0.2009400471	0	0.0001307333572	0
1456	1700088E04Rik	0.2007391961	0	0.0001307333572	0
1457	Dnah10	0.2006198319	0	0.0001307333572	0
1458	Npdc1	0.2005857285	0	0.0001307333572	0
1459	1500011B03Rik	0.2001822004	0	0.0001307333572	0
1460	Rerg	0.2001564562	0	0.0001307333572	0
1461	Myb	0.2001352145	0	0.0001307333572	0
1462	Add2	0.2000475422	0	0.0001307333572	0
1463	Map6d1	0.1998476993	0	0.0001307333572	0
1464	Ypel1	0.1998341713	0	0.0001307333572	0
1465	Nek5	0.1998073514	0	0.0001307333572	0
1466	Serpinf1	0.1997608075	0	0.0001307333572	0
1467	Brinp3	0.1996611709	0	0.0001307333572	0
1468	Hydin	0.1994534605	0	0.0001307333572	0
1469	Megf11	0.1993745919	0	0.0001307333572	0
1470	Tmem145	0.1991496922	0	0.0001307333572	0
1471	Lgals3	0.1991031667	0	0.0001307333572	0
1472	Pdlim7	0.1990437404	0	0.0001307333572	0
1473	Maats1	0.1990214019	0	0.0001307333572	0
1474	Nr5a2	0.1989372724	0	0.0001307333572	0
1475	Cdc25c	0.1988438975	0	0.0001307333572	0
1476	2900052N01Rik	0.1987963397	0	0.0001307333572	0
1477	Kcnip1	0.1986305757	0	0.0001307333572	0
1478	Faah	0.1985315984	0	0.0001307333572	0
1479	Ifitm3	0.1984790554	0	0.0001307333572	0
1480	Trmt112	0.1983066888	0	0.0001307333572	0
1481	Col1a2	0.1982773395	0	0.0001307333572	0
1482	Flywch2	0.1982694385	0	0.0001307333572	0
1483	Adgb	0.197887894	0	0.0001307333572	0
1484	Sulf2	0.1978264276	0	0.0001307333572	0
1485	Wdr72	0.1977983526	0	0.0001307333572	0
1486	Camk1g	0.1976688596	0	0.0001307333572	0
1487	Tdo2	0.1976570031	0	0.0001307333572	0
1488	Serpinb1b	0.1976154345	0	0.0001307333572	0
1489	Tpbg	0.1975629245	0	0.0001307333572	0
1490	Cthrc1	0.1975115688	0	0.0001307333572	0
1491	Vwa5b1	0.1974692237	0	0.0001307333572	0
1492	Arhgap15	0.1973475946	0	0.0001307333572	0
1493	Adgrg1	0.1972378145	0	0.0001307333572	0
1494	St6galnac2	0.1971310201	0	0.0001307333572	0
1495	Plcl1	0.1969170287	0	0.0001307333572	0
1496	Lrpap1	0.1968746116	0	0.0001307333572	0
1497	Fmod	0.1966713564	0	0.0001307333572	0
1498	Adam11	0.1963172448	0	0.0001307333572	0
1499	Fkbp4	0.1960023387	0	0.0001307333572	0
1500	Mmp15	0.1949632742	0	0.0001307333572	0
1501	Rasl11a	0.1949383623	0	0.0001307333572	0
1502	1700016K19Rik	0.1948480431	0	0.0001307333572	0
1503	Lrp11	0.1947776292	0	0.0001307333572	0
1504	Samd14	0.1947052243	0	0.0001307333572	0
1505	Sox8	0.1946630719	0	0.0001307333572	0
1506	Elovl7	0.194590694	0	0.0001307333572	0
1507	Anxa8	0.1944621832	0	0.0001307333572	0
1508	Gm867	0.1943933224	0	0.0001307333572	0
1509	Tenm2	0.1942485996	0	0.0001307333572	0
1510	Junb	0.194196516	0	0.0001307333572	0
1511	Apoc3	0.1941289253	0	0.0001307333572	0
1512	Clstn2	0.1940698639	0	0.0001307333572	0
1513	Adgrf5	0.1940475445	0	0.0001307333572	0
1514	Crip1	0.1939375147	0	0.0001307333572	0
1515	Speg	0.1934023344	0	0.0001307333572	0
1516	Fam47e	0.1934017608	0	0.0001307333572	0
1517	Fmnl1	0.1933206378	0	0.0001307333572	0
1518	Lhx5	0.1932291943	0	0.0001307333572	0
1519	Plagl1	0.1931932569	0	0.0001307333572	0
1520	Reln	0.1931216501	0	0.0001307333572	0
1521	Tm4sf5	0.1931216129	0	0.0001307333572	0
1522	Vamp8	0.1928427457	0	0.0001307333572	0
1523	Tagln	0.1924323402	0	0.0001307333572	0
1524	Gck	0.1922841897	0	0.0001307333572	0
1525	Ptprt	0.1920308956	0	0.0001307333572	0
1526	Kcnd2	0.1916962758	0	0.0001307333572	0
1527	Rxrg	0.1914638218	0	0.0001307333572	0
1528	Cdhr3	0.1911829832	0	0.0001307333572	0
1529	Plch2	0.191053039	0	0.0001307333572	0
1530	Npnt	0.191051955	0	0.0001307333572	0
1531	Mlf2	0.1908147094	0	0.0001307333572	0
1532	Iqub	0.1907695486	0	0.0001307333572	0
1533	Adamts4	0.1906272304	0	0.0001307333572	0
1534	Spint1	0.1905056877	0	0.0001307333572	0
1535	Car9	0.1904190826	0	0.0001307333572	0
1536	Itm2b	0.1904096054	0	0.0001307333572	0
1537	Nfib	0.190387705	0	0.0001307333572	0
1538	Cdh22	0.1902552076	0	0.0001307333572	0
1539	1700001L19Rik	0.1901947567	0	0.0001307333572	0
1540	Fam166b	0.1900026426	0	0.0001307333572	0
1541	Slc7a4	0.1898473275	0	0.0001307333572	0
1542	Alas2	0.1898472703	0	0.0001307333572	0
1543	Orai2	0.1897979212	0	0.0001307333572	0
1544	Gm14964	0.1896932815	0	0.0001307333572	0
1545	Spp1	0.1894175655	0	0.0001307333572	0
1546	Cnn3	0.1894053258	0	0.0001307333572	0
1547	Ighm	0.1892893539	0	0.0001307333572	0
1548	Cacna2d3	0.1892338914	0	0.0001307333572	0
1549	Mef2d	0.189208621	0	0.0001307333572	0
1550	Bmp6	0.1891727735	0	0.0001307333572	0
1551	Nipal4	0.1891699642	0	0.0001307333572	0
1552	Moxd1	0.1890107468	0	0.0001307333572	0
1553	Cacna1a	0.1888869804	0	0.0001307333572	0
1554	Lrrc51	0.1888717772	0	0.0001307333572	0
1555	Prkcq	0.188858424	0	0.0001307333572	0
1556	Dnah9	0.188755872	0	0.0001307333572	0
1557	Dgkh	0.1887420768	0	0.0001307333572	0
1558	Gabrg1	0.1887061302	0	0.0001307333572	0
1559	Dtl	0.1884689016	0	0.0001307333572	0
1560	Ces1d	0.188443647	0	0.0001307333572	0
1561	B3galt5	0.1882130769	0	0.0001307333572	0
1562	Rragd	0.1882039836	0	0.0001307333572	0
1563	Pls3	0.1879619873	0	0.0001307333572	0
1564	Nptx2	0.1877404976	0	0.0001307333572	0
1565	Wdr63	0.1876408705	0	0.0001307333572	0
1566	Ccdc3	0.1874039674	0	0.0001307333572	0
1567	Ccdc78	0.1872229447	0	0.0001307333572	0
1568	Ralyl	0.1872100437	0	0.0001307333572	0
1569	Ifitm10	0.1871495344	0	0.0001307333572	0
1570	Gpx8	0.1868135278	0	0.0001307333572	0
1571	Rilpl1	0.1865860886	0	0.0001307333572	0
1572	Ssbp4	0.1864497046	0	0.0001307333572	0
1573	Kcnk13	0.1863835041	0	0.0001307333572	0
1574	Nrtn	0.1863577131	0	0.0001307333572	0
1575	Gm17455	0.1863355791	0	0.0001307333572	0
1576	Sel1l3	0.1863231122	0	0.0001307333572	0
1577	Col25a1	0.1863225782	0	0.0001307333572	0
1578	Arhgap25	0.1862072976	0	0.0001307333572	0
1579	Crhr2	0.1860685954	0	0.0001307333572	0
1580	Ajap1	0.1860123218	0	0.0001307333572	0
1581	Tro	0.1859988563	0	0.0001307333572	0
1582	Fgfr1	0.1859861733	0	0.0001307333572	0
1583	Slc5a5	0.1858984787	0	0.0001307333572	0
1584	Atrnl1	0.1856988868	0	0.0001307333572	0
1585	S100a11	0.1856477805	0	0.0001307333572	0
1586	Nt5dc2	0.1853594041	0	0.0001307333572	0
1587	Cdh4	0.1852442916	0	0.0001307333572	0
1588	Scn7a	0.1850546662	0	0.0001307333572	0
1589	Hmx2	0.1849300455	0	0.0001307333572	0
1590	Mab21l2	0.1849225452	0	0.0001307333572	0
1591	Gjb2	0.184797979	0	0.0001307333572	0
1592	D730003K21Rik	0.1846998143	0	0.0001307333572	0
1593	Rasgrp2	0.1844982398	0	0.0001307333572	0
1594	Crtac1	0.1844674712	0	0.0001307333572	0
1595	C730002L08Rik	0.1843689301	0	0.0001307333572	0
1596	Cacna1i	0.184236153	0	0.0001307333572	0
1597	Trim2	0.1841800839	0	0.0001307333572	0
1598	Strip2	0.184049427	0	0.0001307333572	0
1599	Hnf1b	0.1838403534	0	0.0001307333572	0
1600	Thrsp	0.1838223135	0	0.0001307333572	0
1601	Slc35d3	0.1838029982	0	0.0001307333572	0
1602	Slc9a4	0.1837005258	0	0.0001307333572	0
1603	Anxa2	0.1836829073	0	0.0001307333572	0
1604	Dmxl2	0.1835970121	0	0.0001307333572	0
1605	Rsph4a	0.1834381686	0	0.0001307333572	0
1606	Acox2	0.1833597092	0	0.0001307333572	0
1607	Pla2g2f	0.1832317417	0	0.0001307333572	0
1608	Hp	0.1829622547	0	0.0001307333572	0
1609	Parm1	0.1829621385	0	0.0001307333572	0
1610	Filip1	0.1828136473	0	0.0001307333572	0
1611	Sipa1l3	0.1826816902	0	0.0001307333572	0
1612	Brinp2	0.1825230601	0	0.0001307333572	0
1613	Cebpd	0.1824577845	0	0.0001307333572	0
1614	Efr3a	0.182410704	0	0.0001307333572	0
1615	Cd200	0.1823271232	0	0.0001307333572	0
1616	Crhr1	0.1822887728	0	0.0001307333572	0
1617	Cckar	0.1820091516	0	0.0001307333572	0
1618	Rgs6	0.1819663953	0	0.0001307333572	0
1619	Extl1	0.1818451796	0	0.0001307333572	0
1620	A830036E02Rik	0.181836407	0	0.0001307333572	0
1621	Tjp3	0.181656111	0	0.0001307333572	0
1622	Tspan33	0.1816096516	0	0.0001307333572	0
1623	AC149090.1	0.1815756403	0	0.0001307333572	0
1624	Pi16	0.1812033452	0	0.0001307333572	0
1625	Arpc5	0.1811534655	0	0.0001307333572	0
1626	Pcnx2	0.1810332429	0	0.0001307333572	0
1627	Tgfb2	0.1809900416	0	0.0001307333572	0
1628	Apobec2	0.1806501798	0	0.0001307333572	0
1629	Gpr161	0.1806427437	0	0.0001307333572	0
1630	Gdf11	0.180438853	0	0.0001307333572	0
1631	St8sia5	0.1804017706	0	0.0001307333572	0
1632	Smpd3	0.1803549444	0	0.0001307333572	0
1633	Ccdc113	0.1800697936	0	0.0001307333572	0
1634	Wif1	0.1796800809	0	0.0001307333572	0
1635	Nrip2	0.1795562904	0	0.0001307333572	0
1636	Cntnap5a	0.1794759901	0	0.0001307333572	0
1637	Htr5b	0.17946757	0	0.0001307333572	0
1638	Sp9	0.1794485391	0	0.0001307333572	0
1639	Ergic3	0.1793893441	0	0.0001307333572	0
1640	Fbxo34	0.1792220585	0	0.0001307333572	0
1641	Pkp2	0.1791412863	0	0.0001307333572	0
1642	Tmem38a	0.1790768341	0	0.0001307333572	0
1643	Crb3	0.1788979035	0	0.0001307333572	0
1644	Ttc16	0.1788583954	0	0.0001307333572	0
1645	Fam189a1	0.178791431	0	0.0001307333572	0
1646	Hhip	0.1786680635	0	0.0001307333572	0
1647	Gm16365	0.1782154737	0	0.0001307333572	0
1648	Srp14	0.1781578517	0	0.0001307333572	0
1649	Rimbp2	0.1780553458	0	0.0001307333572	0
1650	Rftn1	0.1779208182	0	0.0001307333572	0
1651	St6gal2	0.177646794	0	0.0001307333572	0
1652	Tmem9	0.1776150228	0	0.0001307333572	0
1653	Scn9a	0.1773824088	0	0.0001307333572	0
1654	Cfap57	0.1770987567	0	0.0001307333572	0
1655	Kctd8	0.177043984	0	0.0001307333572	0
1656	Card19	0.1769714751	0	0.0001307333572	0
1657	Wdr7	0.1768419635	0	0.0001307333572	0
1658	Zfp474	0.1766955242	0	0.0001307333572	0
1659	Dmrt3	0.1766507608	0	0.0001307333572	0
1660	Olfml2b	0.1765707301	0	0.0001307333572	0
1661	Smim26	0.1765152096	0	0.0001307333572	0
1662	Gpc1	0.1763528893	0	0.0001307333572	0
1663	Rffl	0.1763456251	0	0.0001307333572	0
1664	Slco2a1	0.176339058	0	0.0001307333572	0
1665	Cacna2d2	0.1762406264	0	0.0001307333572	0
1666	Cxcl10	0.1762103124	0	0.0001307333572	0
1667	Zdhhc2	0.1761617394	0	0.0001307333572	0
1668	Rgs2	0.1761428818	0	0.0001307333572	0
1669	Txnip	0.1761190739	0	0.0001307333572	0
1670	Gnb5	0.1760618576	0	0.0001307333572	0
1671	Cacybp	0.1760430107	0	0.0001307333572	0
1672	Ppfia2	0.1760292916	0	0.0001307333572	0
1673	Syndig1	0.1756913224	0	0.0001307333572	0
1674	Gpd1	0.1756747731	0	0.0001307333572	0
1675	Krt77	0.1756537151	0	0.0001307333572	0
1676	Pls1	0.1754314702	0	0.0001307333572	0
1677	Whrn	0.1753544876	0	0.0001307333572	0
1678	Zfand5	0.1752662404	0	0.0001307333572	0
1679	Kcnma1	0.1748057476	0	0.0001307333572	0
1680	Prickle2	0.1747980721	0	0.0001307333572	0
1681	Htr2a	0.1747714737	0	0.0001307333572	0
1682	Asgr1	0.174533378	0	0.0001307333572	0
1683	Grhl1	0.1743267352	0	0.0001307333572	0
1684	Ccdc33	0.1741753866	0	0.0001307333572	0
1685	Coprs	0.1740547557	0	0.0001307333572	0
1686	Tbc1d9	0.1739649781	0	0.0001307333572	0
1687	Morn5	0.1739505259	0	0.0001307333572	0
1688	Abracl	0.173909034	0	0.0001307333572	0
1689	Srgap3	0.1738337501	0	0.0001307333572	0
1690	Ctsd	0.1737049606	0	0.0001307333572	0
1691	Baiap2l1	0.1731225247	0	0.0001307333572	0
1692	Trhde	0.1730232537	0	0.0001307333572	0
1693	Prrg1	0.1730151324	0	0.0001307333572	0
1694	Nmb	0.1727865577	0	0.0001307333572	0
1695	Ccdc180	0.1727858733	0	0.0001307333572	0
1696	Spata2l	0.1727489292	0	0.0001307333572	0
1697	Dapk1	0.1725163955	0	0.0001307333572	0
1698	Nbea	0.1724956574	0	0.0001307333572	0
1699	Cyth2	0.1723462949	0	0.0001307333572	0
1700	P3h4	0.1723315961	0	0.0001307333572	0
1701	Fbln1	0.1721706823	0	0.0001307333572	0
1702	Adamts15	0.1718487276	0	0.0001307333572	0
1703	Stard8	0.1718401854	0	0.0001307333572	0
1704	Sgk1	0.1717918323	0	0.0001307333572	0
1705	D630024D03Rik	0.1716327453	0	0.0001307333572	0
1706	Csrp2	0.1716326659	0	0.0001307333572	0
1707	Cfap45	0.1715698003	0	0.0001307333572	0
1708	Jsrp1	0.1713111195	0	0.0001307333572	0
1709	Ranbp3l	0.1712699987	0	0.0001307333572	0
1710	Ogn	0.1709506822	0	0.0001307333572	0
1711	Armc3	0.1709227469	0	0.0001307333572	0
1712	Tspan6	0.1707591074	0	0.0001307333572	0
1713	Chrm3	0.1705324815	0	0.0001307333572	0
1714	Emb	0.1703970032	0	0.0001307333572	0
1715	Osr1	0.1703545666	0	0.0001307333572	0
1716	Selenoh	0.170304262	0	0.0001307333572	0
1717	Snhg7os	0.1702379776	0	0.0001307333572	0
1718	Npw	0.1700230501	0	0.0001307333572	0
1719	Irx1	0.1699307843	0	0.0001307333572	0
1720	Col1a1	0.1698989897	0	0.0001307333572	0
1721	Ackr1	0.1696384828	0	0.0001307333572	0
1722	Acsl5	0.1696113876	0	0.0001307333572	0
1723	Vwa3a	0.1695880302	0	0.0001307333572	0
1724	Alg2	0.1695544583	0	0.0001307333572	0
1725	Rem2	0.1694281673	0	0.0001307333572	0
1726	Bbox1	0.1693362442	0	0.0001307333572	0
1727	Pthlh	0.1688684904	0	0.0001307333572	0
1728	Epha8	0.1688661911	0	0.0001307333572	0
1729	Fxyd2	0.1688477243	0	0.0001307333572	0
1730	F2r	0.1686870767	0	0.0001307333572	0
1731	Prox1os	0.1686314186	0	0.0001307333572	0
1732	Smad3	0.1686250567	0	0.0001307333572	0
1733	Pcolce2	0.1684999523	0	0.0001307333572	0
1734	1700007G11Rik	0.1683548448	0	0.0001307333572	0
1735	H3f3a	0.1682856289	0	0.0001307333572	0
1736	Slitrk5	0.1682350703	0	0.0001307333572	0
1737	Fhl1	0.1680066048	0	0.0001307333572	0
1738	Gsta4	0.1679695177	0	0.0001307333572	0
1739	Omd	0.1679195089	0	0.0001307333572	0
1740	Nme5	0.1678544856	0	0.0001307333572	0
1741	Cd109	0.1676229759	0	0.0001307333572	0
1742	Thsd4	0.1675067608	0	0.0001307333572	0
1743	Itpkb	0.1673844165	0	0.0001307333572	0
1744	Cpa3	0.1673216141	0	0.0001307333572	0
1745	Cd74	0.1671189998	0	0.0001307333572	0
1746	Crocc2	0.1667894114	0	0.0001307333572	0
1747	Ccdc81	0.1666697964	0	0.0001307333572	0
1748	Slc2a13	0.1665936491	0	0.0001307333572	0
1749	Fam84b	0.1665317506	0	0.0001307333572	0
1750	Syngr2	0.1665136704	0	0.0001307333572	0
1751	Foxa1	0.1664855854	0	0.0001307333572	0
1752	Lrrtm4	0.1664790226	0	0.0001307333572	0
1753	Neto2	0.1664407206	0	0.0001307333572	0
1754	C030029H02Rik	0.1663224682	0	0.0001307333572	0
1755	Trappc2l	0.1663061568	0	0.0001307333572	0
1756	Serping1	0.1662240461	0	0.0001307333572	0
1757	Slc14a2	0.1660314722	0	0.0001307333572	0
1758	Arpc3	0.1659484697	0	0.0001307333572	0
1759	H2-Aa	0.165917281	0	0.0001307333572	0
1760	Crabp2	0.1658353503	0	0.0001307333572	0
1761	Paqr6	0.1654294678	0	0.0001307333572	0
1762	Il13ra2	0.1654000603	0	0.0001307333572	0
1763	Trpc3	0.1653748142	0	0.0001307333572	0
1764	Stim2	0.1652877976	0	0.0001307333572	0
1765	Oprk1	0.1652700089	0	0.0001307333572	0
1766	Chodl	0.1652198697	0	0.0001307333572	0
1767	A730046J19Rik	0.1651644807	0	0.0001307333572	0
1768	Hspa5	0.1651470858	0	0.0001307333572	0
1769	Cfap43	0.164939545	0	0.0001307333572	0
1770	Slc7a14	0.1648560551	0	0.0001307333572	0
1771	Nop10	0.1647319986	0	0.0001307333572	0
1772	H3f3b	0.1643991956	0	0.0001307333572	0
1773	Ephx1	0.1643639379	0	0.0001307333572	0
1774	Inhba	0.1643128039	0	0.0001307333572	0
1775	Mctp1	0.1643118776	0	0.0001307333572	0
1776	Gm12371	0.1642967971	0	0.0001307333572	0
1777	D630023F18Rik	0.1642358068	0	0.0001307333572	0
1778	Jup	0.1641816688	0	0.0001307333572	0
1779	Mxra8	0.1641783061	0	0.0001307333572	0
1780	Steap2	0.1640728261	0	0.0001307333572	0
1781	Lhfpl5	0.1640078344	0	0.0001307333572	0
1782	Lamp2	0.1639597107	0	0.0001307333572	0
1783	Gpld1	0.1638753157	0	0.0001307333572	0
1784	Ifitm1	0.1637845576	0	0.0001307333572	0
1785	Hes5	0.1636458699	0	0.0001307333572	0
1786	Cgref1	0.1636429892	0	0.0001307333572	0
1787	Erp29	0.1635016125	0	0.0001307333572	0
1788	Stxbp3	0.1634895045	0	0.0001307333572	0
1789	Cort	0.1631762284	0	0.0001307333572	0
1790	Bsg	0.1631494092	0	0.0001307333572	0
1791	6030419C18Rik	0.1631057516	0	0.0001307333572	0
1792	Cfap77	0.1630252202	0	0.0001307333572	0
1793	Ccbe1	0.1629516317	0	0.0001307333572	0
1794	Tnnc1	0.1626878791	0	0.0001307333572	0
1795	Gm16160	0.1624860563	0	0.0001307333572	0
1796	Dync1i1	0.1624571675	0	0.0001307333572	0
1797	2810433D01Rik	0.1624308335	0	0.0001307333572	0
1798	Cachd1	0.1623027732	0	0.0001307333572	0
